age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
46.0,Private,424934.0,10th,6.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,Portugal,<=50K
23.0,Private,314645.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,15.0,United-States,<=50K
81.0,Self-emp-not-inc,108604.0,10th,6.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
17.0,Private,153542.0,10th,6.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
50.0,Self-emp-not-inc,279129.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
18.0,Self-emp-inc,357223.0,10th,6.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,16.0,United-States,<=50K
67.0,Private,70737.0,9th,5.0,Widowed,Handlers-cleaners,Unmarried,White,Female,0.0,0.0,32.0,United-States,<=50K
46.0,Self-emp-inc,192128.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
31.0,Private,188798.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
23.0,,202920.0,Assoc-acdm,12.0,Never-married,,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
40.0,Private,165858.0,Assoc-acdm,12.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,80.0,United-States,>50K
33.0,Private,110592.0,12th,8.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
81.0,Private,164416.0,Prof-school,15.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
71.0,Private,345339.0,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,28.0,United-States,<=50K
26.0,Private,129806.0,10th,6.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
51.0,Local-gov,205100.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,32.0,United-States,>50K
56.0,Self-emp-not-inc,285832.0,Masters,14.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,70.0,United-States,<=50K
18.0,Private,338717.0,11th,7.0,Never-married,Handlers-cleaners,Not-in-family,Other,Male,0.0,0.0,25.0,United-States,<=50K
46.0,Private,215895.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Male,4787.0,0.0,60.0,United-States,>50K
34.0,Private,137616.0,9th,5.0,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,35.0,United-States,<=50K
43.0,Self-emp-not-inc,293809.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
39.0,Private,67433.0,Assoc-voc,11.0,Never-married,Prof-specialty,Not-in-family,White,Female,4650.0,0.0,32.0,United-States,<=50K
33.0,Private,156464.0,10th,6.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Private,191177.0,Assoc-voc,11.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,1726.0,40.0,United-States,<=50K
56.0,State-gov,71075.0,Assoc-acdm,12.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
18.0,Private,233740.0,11th,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,18.0,United-States,<=50K
17.0,Private,141445.0,10th,6.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
39.0,Private,465334.0,11th,7.0,Divorced,Farming-fishing,Unmarried,White,Male,0.0,0.0,1.0,United-States,<=50K
26.0,Private,40255.0,Assoc-voc,11.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
61.0,Private,97030.0,10th,6.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,36.0,United-States,<=50K
31.0,Self-emp-not-inc,152351.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
28.0,Private,252424.0,Assoc-voc,11.0,Never-married,Transport-moving,Own-child,Black,Male,0.0,0.0,40.0,Cambodia,<=50K
48.0,,155509.0,11th,7.0,Divorced,,Unmarried,Black,Female,0.0,0.0,10.0,Haiti,<=50K
41.0,Private,29591.0,Assoc-voc,11.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,42.0,United-States,<=50K
37.0,Local-gov,74194.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
45.0,Private,145637.0,Assoc-voc,11.0,Never-married,Sales,Not-in-family,White,Female,14344.0,0.0,48.0,United-States,>50K
72.0,Private,188528.0,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,Canada,>50K
23.0,Private,347873.0,Assoc-acdm,12.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,30.0,Vietnam,<=50K
29.0,State-gov,160731.0,Masters,14.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50.0,Germany,<=50K
26.0,Private,210848.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,2635.0,0.0,35.0,Mexico,<=50K
59.0,Private,196126.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Private,254230.0,9th,5.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
37.0,Self-emp-not-inc,31095.0,Assoc-voc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
29.0,Private,227879.0,Assoc-voc,11.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
49.0,Private,403061.0,1st-4th,2.0,Never-married,Machine-op-inspct,Other-relative,White,Female,0.0,0.0,40.0,Mexico,<=50K
23.0,State-gov,82067.0,Assoc-voc,11.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Federal-gov,482096.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Own-child,Black,Male,0.0,0.0,20.0,United-States,<=50K
27.0,State-gov,261278.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,80.0,,<=50K
45.0,Private,115187.0,Assoc-voc,11.0,Divorced,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
23.0,Private,307267.0,Masters,14.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,10.0,United-States,<=50K
29.0,Private,156266.0,Assoc-acdm,12.0,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,25.0,United-States,<=50K
49.0,Self-emp-inc,106634.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,27828.0,0.0,35.0,United-States,>50K
30.0,Private,37210.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
58.0,Private,186106.0,7th-8th,4.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
58.0,Private,236731.0,1st-4th,2.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Cuba,<=50K
40.0,State-gov,255824.0,Masters,14.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
61.0,Private,184167.0,12th,8.0,Married-civ-spouse,Craft-repair,Wife,Black,Female,0.0,0.0,40.0,United-States,<=50K
32.0,Private,87310.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
65.0,Private,176279.0,Assoc-voc,11.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
48.0,Private,284916.0,9th,5.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,,<=50K
31.0,Private,197058.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,2597.0,0.0,45.0,United-States,<=50K
58.0,Private,100303.0,12th,8.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,473133.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
38.0,Private,181705.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
17.0,Private,52012.0,11th,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
62.0,Private,200834.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
46.0,State-gov,76075.0,Assoc-voc,11.0,Divorced,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
42.0,Self-emp-not-inc,200574.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,38.0,United-States,<=50K
42.0,Self-emp-not-inc,34722.0,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Private,82699.0,Prof-school,15.0,Divorced,Prof-specialty,Not-in-family,Black,Female,13550.0,0.0,70.0,United-States,>50K
32.0,Private,236861.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
42.0,Private,198229.0,Prof-school,15.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,65.0,United-States,>50K
29.0,Private,394927.0,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
29.0,Private,221233.0,Assoc-acdm,12.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,37.0,United-States,<=50K
41.0,Local-gov,135056.0,Masters,14.0,Never-married,Prof-specialty,Own-child,White,Female,8614.0,0.0,50.0,United-States,>50K
18.0,Private,79077.0,12th,8.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,22.0,United-States,<=50K
34.0,Private,255830.0,Assoc-acdm,12.0,Divorced,Craft-repair,Unmarried,Black,Female,7443.0,0.0,40.0,United-States,<=50K
45.0,Private,107231.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
72.0,,235014.0,Assoc-voc,11.0,Widowed,,Not-in-family,White,Female,0.0,2465.0,40.0,United-States,<=50K
29.0,Local-gov,249932.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,213152.0,11th,7.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,52.0,United-States,<=50K
37.0,State-gov,26898.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
42.0,Private,435356.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,44.0,United-States,>50K
30.0,Private,392518.0,Assoc-acdm,12.0,Married-spouse-absent,Sales,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,296450.0,7th-8th,4.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Private,94448.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
51.0,Self-emp-not-inc,138200.0,Assoc-acdm,12.0,Never-married,Farming-fishing,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
74.0,Local-gov,214514.0,7th-8th,4.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
80.0,Self-emp-inc,164909.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,54.0,United-States,>50K
77.0,Local-gov,181974.0,7th-8th,4.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
43.0,Private,45975.0,12th,8.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,Italy,<=50K
48.0,Private,102585.0,Masters,14.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
30.0,Private,327112.0,11th,7.0,Separated,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
34.0,,167558.0,7th-8th,4.0,Married-civ-spouse,,Wife,White,Female,0.0,0.0,40.0,Mexico,<=50K
23.0,Federal-gov,478457.0,11th,7.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
48.0,Private,102359.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
55.0,Private,329797.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
25.0,Private,153932.0,11th,7.0,Married-civ-spouse,Craft-repair,Own-child,White,Male,2580.0,0.0,30.0,United-States,<=50K
51.0,Private,25932.0,Assoc-voc,11.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,99.0,United-States,>50K
59.0,Private,653215.0,11th,7.0,Widowed,Transport-moving,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
46.0,State-gov,260782.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
46.0,Self-emp-not-inc,45564.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
61.0,Federal-gov,95680.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3103.0,0.0,40.0,United-States,>50K
35.0,Private,327164.0,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0.0,0.0,40.0,United-States,>50K
33.0,Local-gov,29144.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
38.0,Self-emp-inc,64875.0,Assoc-voc,11.0,Divorced,Farming-fishing,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
28.0,Private,198493.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Other-relative,White,Male,0.0,0.0,35.0,United-States,<=50K
55.0,Federal-gov,212600.0,Masters,14.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,,>50K
58.0,Private,156873.0,11th,7.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
49.0,Private,136358.0,Masters,14.0,Divorced,Sales,Unmarried,Other,Female,0.0,0.0,20.0,Peru,<=50K
28.0,Private,132686.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
27.0,Private,50818.0,Masters,14.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,55.0,United-States,<=50K
61.0,Local-gov,77072.0,11th,7.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
41.0,State-gov,176155.0,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
40.0,Private,356934.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
31.0,Private,437825.0,1st-4th,2.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
31.0,Private,165503.0,11th,7.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,,<=50K
57.0,Private,132145.0,5th-6th,3.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,134045.0,Assoc-voc,11.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
48.0,Local-gov,125892.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
69.0,Private,203313.0,7th-8th,4.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
63.0,Private,125954.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,44.0,United-States,>50K
23.0,Private,117779.0,12th,8.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
54.0,Self-emp-not-inc,236157.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
18.0,Self-emp-not-inc,58700.0,9th,5.0,Never-married,Farming-fishing,Other-relative,Other,Female,0.0,0.0,40.0,Mexico,<=50K
24.0,Private,160261.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,20.0,France,<=50K
38.0,Federal-gov,178678.0,10th,6.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,1380.0,50.0,United-States,<=50K
17.0,Private,86019.0,11th,7.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,36.0,United-States,<=50K
51.0,Private,165278.0,Assoc-voc,11.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,46.0,United-States,>50K
51.0,Private,279452.0,5th-6th,3.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,70.0,Mexico,<=50K
43.0,Private,290660.0,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
68.0,Self-emp-not-inc,35468.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,24.0,United-States,<=50K
18.0,Private,195318.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,23.0,United-States,<=50K
33.0,Private,208881.0,Assoc-acdm,12.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298.0,0.0,60.0,United-States,>50K
39.0,Private,159168.0,Assoc-voc,11.0,Widowed,Exec-managerial,Unmarried,White,Female,0.0,3004.0,40.0,United-States,>50K
30.0,Private,102320.0,Assoc-voc,11.0,Separated,Tech-support,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
40.0,Private,343068.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,55.0,United-States,<=50K
46.0,Private,316271.0,5th-6th,3.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
34.0,Private,159008.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,36.0,United-States,>50K
27.0,Private,153475.0,Assoc-acdm,12.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
58.0,Private,315081.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,42.0,United-States,>50K
38.0,Private,425502.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
70.0,Private,210673.0,10th,6.0,Widowed,Adm-clerical,Other-relative,White,Male,0.0,0.0,20.0,United-States,<=50K
33.0,Self-emp-not-inc,245173.0,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,212895.0,Assoc-acdm,12.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
49.0,,95636.0,10th,6.0,Divorced,,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Self-emp-not-inc,168553.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
66.0,Self-emp-not-inc,244749.0,5th-6th,3.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,Cuba,<=50K
17.0,,130969.0,9th,5.0,Never-married,,Own-child,Black,Male,0.0,0.0,20.0,United-States,<=50K
27.0,Private,221977.0,1st-4th,2.0,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,40.0,Mexico,<=50K
59.0,Private,194573.0,12th,8.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,>50K
72.0,,144461.0,Assoc-acdm,12.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,16.0,United-States,>50K
52.0,Local-gov,240638.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
40.0,Private,50524.0,12th,8.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
17.0,Private,110916.0,11th,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,10.0,United-States,<=50K
53.0,Private,214868.0,Assoc-voc,11.0,Never-married,Adm-clerical,Other-relative,Black,Female,0.0,2001.0,40.0,United-States,<=50K
27.0,Private,275466.0,10th,6.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
27.0,Local-gov,198708.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,37.0,United-States,<=50K
23.0,Private,179241.0,Assoc-voc,11.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,178811.0,Assoc-voc,11.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,377414.0,Assoc-acdm,12.0,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
51.0,Private,177927.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
60.0,Private,137490.0,5th-6th,3.0,Separated,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
50.0,Private,30682.0,7th-8th,4.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
43.0,Private,91316.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,60.0,United-States,>50K
22.0,Private,115892.0,11th,7.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
51.0,Local-gov,230767.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,38.0,Cuba,<=50K
50.0,Private,197189.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
59.0,,102058.0,1st-4th,2.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,45.0,Portugal,<=50K
35.0,Private,366842.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,80.0,,>50K
43.0,Private,249039.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,36.0,United-States,>50K
18.0,Private,238281.0,11th,7.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
62.0,Private,93997.0,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,40.0,United-States,>50K
39.0,Self-emp-inc,91039.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,45.0,United-States,>50K
37.0,,33355.0,Assoc-acdm,12.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
23.0,Private,113106.0,Assoc-acdm,12.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,35.0,United-States,<=50K
17.0,Private,313444.0,12th,8.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
34.0,Private,132565.0,12th,8.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
32.0,Private,227608.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
18.0,,30246.0,11th,7.0,Never-married,,Own-child,White,Female,0.0,0.0,45.0,United-States,<=50K
42.0,,338281.0,Assoc-voc,11.0,Married-civ-spouse,,Wife,White,Female,0.0,0.0,20.0,Iran,<=50K
59.0,Private,165695.0,Assoc-acdm,12.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,32.0,United-States,>50K
49.0,Private,123681.0,Assoc-acdm,12.0,Separated,Sales,Unmarried,White,Male,0.0,0.0,35.0,United-States,<=50K
57.0,Local-gov,101444.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
38.0,Private,455379.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
25.0,Private,211097.0,5th-6th,3.0,Divorced,Other-service,Unmarried,Other,Female,0.0,0.0,20.0,Honduras,<=50K
33.0,Private,321709.0,Assoc-acdm,12.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,15.0,United-States,>50K
44.0,State-gov,26880.0,Doctorate,16.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,1092.0,40.0,United-States,<=50K
30.0,Self-emp-not-inc,90705.0,11th,7.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
25.0,Private,191803.0,Assoc-acdm,12.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,13.0,,<=50K
17.0,,34505.0,11th,7.0,Never-married,,Own-child,White,Male,0.0,0.0,50.0,United-States,<=50K
30.0,Private,93973.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,Other,Male,0.0,0.0,40.0,Mexico,<=50K
63.0,Private,355459.0,12th,8.0,Widowed,Priv-house-serv,Unmarried,Black,Female,0.0,0.0,35.0,United-States,<=50K
37.0,Private,173586.0,7th-8th,4.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,56.0,United-States,<=50K
44.0,Private,187376.0,Assoc-acdm,12.0,Separated,Adm-clerical,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
47.0,Private,234994.0,7th-8th,4.0,Separated,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,Puerto-Rico,<=50K
58.0,,169329.0,9th,5.0,Married-civ-spouse,,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Self-emp-not-inc,200863.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
46.0,Private,306993.0,5th-6th,3.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Private,268234.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
37.0,Private,109472.0,9th,5.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
18.0,,36064.0,12th,8.0,Never-married,,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
59.0,Self-emp-inc,95835.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,>50K
17.0,Private,67603.0,9th,5.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,10.0,United-States,<=50K
